customerID,MonthlyCharges,TotalCharges,genero_bi,es_adultoMayor,pareja_bi,dependiente_bi,tiempo_servicio_bi,Multiple_lineas_bi,InternetService_bi,Servicio_Telefonico_bi,proteccion_equipo_bi,Respaldo_info_bi,Soporte_tecnico_bi,Streaming_bi,streaming_peliculas_bi,contrato_bi,Faturacion_electronica_bi,FormaPago_bi,Churn_bi
2237-ZFSMY,95.55,3692.85,Femenino,No,No,No,37-48,No,Fibra Optica,Si,Si,No,Si,Si,No,Dos Años,Si,Cheque Electronico,Clientes No Retenidos
1722-LDZJS,20.2,1068.15,Masculino,No,Si,Si,49-60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Tarjeta de Credito,Clientes Retenidos
1818-ESQMW,89.2,2383.6,Femenino,No,No,No,25-36,No,Fibra Optica,Si,Si,No,Si,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
4871-JTKJF,69.65,69.65,Femenino,Si,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
1415-YFWLT,89.3,89.3,Femenino,Si,No,No,1-6,No,Fibra Optica,Si,No,No,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
7401-RUBNK,74.8,1438.05,Femenino,No,Si,No,13-24,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
0506-YLVKJ,20.2,917.45,Masculino,No,Si,Si,37-48,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,Si,Cheque por Correo,Clientes Retenidos
8661-BOYNW,84.4,6096.45,Femenino,No,Si,No,> 60,Si,DSL,Si,Si,No,Si,Si,Si,Un Año,Si,Tarjeta de Credito,Clientes Retenidos
6711-VTNRE,87.55,3078.1,Femenino,No,No,No,25-36,No,Fibra Optica,Si,Si,No,Si,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
4815-GBTCD,25.15,99.95,Femenino,No,Si,No,1-6,Sin Servicio Telefonico,DSL,No,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
2805-AUFQN,19.8,475.2,Femenino,No,No,No,25-36,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Tarjeta de Credito,Clientes Retenidos
0980-PVMRC,50.85,2036.55,Femenino,No,Si,Si,37-48,Sin Servicio Telefonico,DSL,No,No,Si,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
7233-DRTRF,102.4,6444.05,Masculino,No,Si,No,> 60,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
3500-RMZLT,96.3,1426.75,Femenino,Si,No,No,13-24,No,Fibra Optica,Si,Si,No,Si,No,Si,Mes a Mes,Si,Cheque por Correo,Clientes No Retenidos
3873-NFTGI,55.5,767.55,Masculino,No,No,No,13-24,Si,DSL,Si,No,Si,No,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
1162-ECVII,109.75,7932.5,Masculino,Si,Si,No,> 60,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
7048-GXDAY,106.4,4040.65,Masculino,No,No,No,37-48,Si,Fibra Optica,Si,No,Si,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
8571-ZCMCX,60.0,2768.65,Femenino,No,Si,Si,37-48,Sin Servicio Telefonico,DSL,No,Si,Si,No,Si,Si,Un Año,Si,Tarjeta de Credito,Clientes Retenidos
1169-WCVAK,88.8,1672.35,Masculino,No,Si,No,13-24,Si,Fibra Optica,Si,No,Si,Si,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
4548-SDBKE,85.2,474.8,Femenino,No,No,No,1-6,Si,Fibra Optica,Si,No,No,No,Si,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
8066-POXGX,35.1,446.1,Femenino,No,No,No,13-24,Sin Servicio Telefonico,DSL,No,No,No,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
7129-CAKJW,80.05,1345.65,Femenino,No,No,No,13-24,Si,Fibra Optica,Si,Si,No,No,No,No,Mes a Mes,No,Transferencia Bancaria,Clientes Retenidos
8695-ARGXZ,75.55,2425.4,Masculino,Si,Si,No,25-36,Si,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
3570-YUEKJ,49.55,2077.95,Femenino,No,No,No,37-48,No,DSL,Si,No,Si,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
4143-OOBWZ,81.3,416.3,Masculino,No,Si,No,1-6,Si,Fibra Optica,Si,No,Si,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
1555-HAPSU,23.9,1663.5,Femenino,No,Si,Si,> 60,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Tarjeta de Credito,Clientes Retenidos
1697-NVVGY,66.4,1286.05,Masculino,Si,Si,No,13-24,No,DSL,Si,Si,No,No,Si,No,Mes a Mes,No,Transferencia Bancaria,Clientes Retenidos
7854-EKTJL,19.6,35.85,Femenino,No,No,Si,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
8464-EETCQ,18.8,1094.35,Masculino,No,No,No,49-60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Tarjeta de Credito,Clientes Retenidos
2419-FSORS,108.4,7719.5,Masculino,No,Si,No,> 60,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Un Año,Si,Cheque Electronico,Clientes Retenidos
8132-YPVBX,85.95,514.6,Femenino,No,No,No,1-6,No,Fibra Optica,Si,No,Si,No,No,Si,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
9102-IAYHT,85.45,1451.6,Femenino,No,Si,Si,13-24,Si,Fibra Optica,Si,No,No,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
6754-LZUKA,80.9,4932.5,Masculino,No,Si,No,> 60,Si,DSL,Si,Si,Si,No,Si,Si,Un Año,No,Transferencia Bancaria,Clientes Retenidos
3422-LYEPQ,71.0,71,Masculino,No,Si,Si,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
8099-MZPUJ,111.8,5443.65,Masculino,No,Si,Si,37-48,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Un Año,No,Tarjeta de Credito,Clientes Retenidos
0787-LHDYT,20.6,330.25,Masculino,No,No,No,13-24,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
2642-DTVCO,85.05,746.5,Masculino,Si,No,No,7-12,Si,Fibra Optica,Si,No,No,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
0374-IOEGQ,44.6,122.7,Femenino,No,No,No,1-6,No,DSL,Si,No,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
4361-JEIVL,44.4,44.4,Masculino,No,No,Si,1-6,No,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
3197-NNYNB,105.1,6631.85,Masculino,No,No,No,> 60,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Un Año,No,Tarjeta de Credito,Clientes Retenidos
3396-DKDEL,115.15,8250,Femenino,No,Si,Si,> 60,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Un Año,Si,Tarjeta de Credito,Clientes Retenidos
1752-OZXFY,59.8,3561.15,Masculino,No,Si,No,49-60,No,DSL,Si,No,No,No,Si,No,Dos Años,Si,Cheque por Correo,Clientes Retenidos
9066-QRSDU,26.3,1763.55,Femenino,No,Si,No,> 60,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,Si,Cheque Electronico,Clientes Retenidos
9112-WSNPU,70.55,2419,Femenino,Si,No,No,25-36,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
9867-NNXLC,20.05,470.2,Femenino,No,No,No,13-24,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
5321-NTRKC,79.85,5234.95,Masculino,No,Si,Si,> 60,Si,DSL,Si,Si,Si,No,Si,Si,Un Año,No,Transferencia Bancaria,Clientes Retenidos
1363-TXLSL,70.3,70.3,Masculino,Si,Si,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
9507-EXLTT,79.35,79.35,Femenino,No,Si,No,1-6,No,Fibra Optica,Si,No,No,No,Si,No,Mes a Mes,Si,Transferencia Bancaria,Clientes No Retenidos
3161-GETRM,90.05,3097,Masculino,No,Si,Si,25-36,Si,Fibra Optica,Si,Si,No,No,No,Si,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
0402-OAMEN,24.45,1709.1,Femenino,No,Si,Si,> 60,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Transferencia Bancaria,Clientes Retenidos
6933-VLYFX,59.95,1848.8,Masculino,No,Si,Si,25-36,Sin Servicio Telefonico,DSL,No,Si,No,Si,Si,Si,Dos Años,No,Cheque Electronico,Clientes Retenidos
6754-WKSHP,25.35,723.3,Masculino,No,No,Si,25-36,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Transferencia Bancaria,Clientes Retenidos
9846-GKXAS,90.8,809.75,Femenino,No,No,No,7-12,No,Fibra Optica,Si,No,No,No,Si,Si,Mes a Mes,Si,Transferencia Bancaria,Clientes No Retenidos
6017-PPLPX,70.45,1470.95,Masculino,No,Si,Si,13-24,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
4976-LNFVV,34.3,577.15,Masculino,Si,Si,No,13-24,Sin Servicio Telefonico,DSL,No,Si,Si,No,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
5055-MGMGF,105.05,6914.95,Femenino,No,Si,No,> 60,Si,Fibra Optica,Si,Si,No,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
4641-FROLU,19.3,602.9,Femenino,No,Si,Si,25-36,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Cheque por Correo,Clientes Retenidos
2862-JVEOY,19.15,124.4,Masculino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Cheque por Correo,Clientes Retenidos
2969-QWUBZ,51.4,96.8,Femenino,No,No,No,1-6,Sin Servicio Telefonico,DSL,No,No,Si,No,Si,Si,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
9822-BIIGN,71.85,3827.9,Masculino,No,Si,Si,49-60,Si,DSL,Si,No,No,Si,No,Si,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
2077-MPJQO,75.4,533.05,Masculino,Si,Si,No,7-12,Si,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
1534-OULXE,49.7,2961.4,Femenino,No,Si,Si,> 60,No,DSL,Si,No,No,No,No,No,Dos Años,Si,Transferencia Bancaria,Clientes Retenidos
7136-RVDTZ,45.25,3264.45,Masculino,Si,No,No,> 60,Sin Servicio Telefonico,DSL,No,No,No,No,Si,Si,Dos Años,Si,Cheque Electronico,Clientes No Retenidos
2971-SGAFL,78.75,995.35,Femenino,No,No,No,13-24,Si,DSL,Si,Si,No,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
1480-IVEVR,81.6,2815.25,Masculino,Si,Si,No,25-36,Si,Fibra Optica,Si,Si,No,No,No,No,Dos Años,Si,Transferencia Bancaria,Clientes Retenidos
2905-KFQUV,70.4,154.8,Femenino,No,Si,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
4581-SSPWD,75.8,246.3,Femenino,No,No,No,1-6,Si,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
3370-HXOPH,76.1,257.6,Femenino,No,No,No,1-6,Si,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
9391-YZEJW,94.0,5757.2,Femenino,No,No,No,> 60,Si,Fibra Optica,Si,No,No,No,Si,Si,Dos Años,Si,Transferencia Bancaria,Clientes Retenidos
9958-MEKUC,103.95,7517.7,Masculino,No,Si,Si,> 60,Si,Fibra Optica,Si,Si,Si,Si,No,Si,Un Año,No,Tarjeta de Credito,Clientes Retenidos
0281-CNTZX,19.95,1234.8,Masculino,No,Si,No,> 60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
6927-WTFIV,71.3,1389.2,Masculino,Si,No,No,13-24,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Tarjeta de Credito,Clientes No Retenidos
4118-CEVPF,110.8,3836.3,Femenino,Si,No,No,25-36,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Dos Años,Si,Transferencia Bancaria,Clientes Retenidos
3398-ZOUAA,69.1,1474.75,Masculino,Si,Si,No,13-24,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
9114-VEPUF,96.1,6001.45,Masculino,No,Si,No,> 60,Si,Fibra Optica,Si,No,Si,No,No,Si,Dos Años,No,Cheque Electronico,Clientes Retenidos
7876-BEUTG,48.8,720.1,Femenino,No,No,No,13-24,Si,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
2338-BQEZT,50.55,2832.75,Femenino,No,No,No,49-60,No,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
9873-MNDKV,44.65,472.25,Femenino,No,No,No,7-12,No,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
0378-NHQXU,88.25,1460.65,Femenino,No,Si,Si,13-24,Si,Fibra Optica,Si,Si,No,No,Si,No,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
8241-JUIQO,19.45,1336.35,Femenino,No,No,No,> 60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Transferencia Bancaria,Clientes Retenidos
2194-IIQOF,89.3,6388.65,Femenino,No,Si,No,> 60,Si,DSL,Si,Si,Si,Si,Si,Si,Un Año,No,Tarjeta de Credito,Clientes Retenidos
4512-ZUIYL,70.0,153.05,Femenino,No,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Transferencia Bancaria,Clientes No Retenidos
9631-RXVJM,19.25,677.9,Masculino,No,No,No,25-36,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Cheque por Correo,Clientes Retenidos
9584-EXCDZ,70.5,1165.6,Femenino,No,No,No,13-24,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Transferencia Bancaria,Clientes Retenidos
7969-AULMZ,97.35,2119.5,Femenino,No,No,No,13-24,Si,Fibra Optica,Si,No,No,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
5093-FEGLU,19.65,921.55,Femenino,No,Si,No,37-48,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Transferencia Bancaria,Clientes Retenidos
2621-UDNLU,20.85,72,Femenino,No,Si,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
7526-IVLYU,19.65,68.35,Masculino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
2428-HYUNX,19.35,847.25,Masculino,Si,Si,No,37-48,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,Si,Tarjeta de Credito,Clientes Retenidos
9214-EKVXR,44.0,44,Femenino,No,No,No,1-6,No,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
3410-MHHUM,94.4,4295.35,Femenino,No,Si,Si,37-48,Si,Fibra Optica,Si,Si,Si,No,No,Si,Dos Años,No,Cheque Electronico,Clientes Retenidos
0568-ONFPC,25.9,135,Masculino,No,Si,Si,1-6,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Transferencia Bancaria,Clientes No Retenidos
0733-VUNUW,55.65,1400.55,Masculino,No,No,No,13-24,Si,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Transferencia Bancaria,Clientes No Retenidos
4550-EVXNY,69.65,69.65,Femenino,No,No,Si,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
2122-YWVYA,75.4,1380.4,Femenino,No,No,No,13-24,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
2968-SSGAA,100.6,1060.2,Femenino,No,No,No,7-12,Si,Fibra Optica,Si,Si,No,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
2296-DKZFP,71.0,4386.2,Femenino,No,Si,No,> 60,No,DSL,Si,Si,Si,No,No,Si,Un Año,No,Transferencia Bancaria,Clientes Retenidos
4844-JJWUY,86.0,86,Femenino,Si,No,No,1-6,No,Fibra Optica,Si,No,Si,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
6777-TGHTM,106.95,5785.5,Femenino,No,No,No,49-60,Si,Fibra Optica,Si,Si,No,No,Si,Si,Dos Años,Si,Tarjeta de Credito,Clientes No Retenidos
8909-BOLNL,21.2,52.05,Masculino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Cheque por Correo,Clientes Retenidos
6603-YRDCJ,61.05,2018.4,Masculino,No,Si,No,25-36,No,DSL,Si,No,Si,Si,No,No,Un Año,Si,Cheque por Correo,Clientes Retenidos
3538-WZPHD,29.6,79.45,Masculino,No,No,No,1-6,Sin Servicio Telefonico,DSL,No,No,Si,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
3229-USWAR,79.95,2727.3,Femenino,No,No,No,25-36,No,DSL,Si,Si,No,Si,Si,Si,Dos Años,Si,Transferencia Bancaria,Clientes Retenidos
2138-VFAPZ,19.7,263.65,Femenino,No,Si,Si,13-24,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,Si,Cheque por Correo,Clientes Retenidos
6131-JLWZM,20.3,275.4,Femenino,No,No,No,13-24,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
4785-QRJHC,59.9,2816.65,Masculino,Si,Si,No,37-48,Sin Servicio Telefonico,DSL,No,Si,Si,Si,Si,Si,Dos Años,Si,Transferencia Bancaria,Clientes No Retenidos
0269-XFESX,24.35,538.5,Masculino,No,Si,Si,13-24,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Cheque por Correo,Clientes Retenidos
1709-EJDOX,19.75,948.9,Femenino,No,Si,Si,37-48,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Cheque por Correo,Clientes Retenidos
4316-XCSLJ,50.3,846.8,Masculino,No,No,Si,13-24,No,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
8610-WFCJF,95.6,4783.5,Femenino,No,Si,Si,49-60,Si,Fibra Optica,Si,No,No,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
9693-XMUOB,50.25,2997.45,Masculino,Si,Si,No,49-60,Sin Servicio Telefonico,DSL,No,No,Si,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
0383-CLDDA,85.35,5897.4,Femenino,No,No,No,> 60,Si,DSL,Si,Si,No,Si,Si,Si,Un Año,Si,Tarjeta de Credito,Clientes Retenidos
4905-JEFDW,41.6,470.6,Masculino,No,No,No,7-12,Sin Servicio Telefonico,DSL,No,Si,No,No,Si,No,Dos Años,Si,Cheque Electronico,Clientes No Retenidos
2709-UQGNP,51.65,524.5,Masculino,No,No,No,7-12,No,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
3549-ZTMNH,24.0,269.65,Masculino,No,Si,Si,7-12,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
7881-INRLC,100.85,4740,Masculino,No,No,No,37-48,Si,Fibra Optica,Si,No,Si,No,Si,Si,Mes a Mes,Si,Tarjeta de Credito,Clientes No Retenidos
8033-ATFAS,59.85,2341.5,Femenino,No,Si,Si,37-48,No,DSL,Si,Si,No,No,Si,No,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
1635-NZATJ,25.45,1789.65,Masculino,Si,Si,No,> 60,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Tarjeta de Credito,Clientes Retenidos
0562-HKHML,23.9,1626.4,Masculino,No,Si,Si,> 60,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Tarjeta de Credito,Clientes Retenidos
8277-RVRSV,24.15,800.3,Femenino,No,Si,Si,25-36,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Tarjeta de Credito,Clientes Retenidos
9943-VSZUV,75.7,5060.85,Masculino,Si,No,No,> 60,Si,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
0117-LFRMW,40.2,1448.8,Masculino,No,Si,Si,37-48,Sin Servicio Telefonico,DSL,No,Si,Si,No,No,No,Mes a Mes,No,Transferencia Bancaria,Clientes No Retenidos
6172-FECYY,84.5,4254.85,Masculino,No,Si,Si,49-60,Si,Fibra Optica,Si,No,No,No,Si,No,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
7054-ENNGU,50.85,466.6,Femenino,No,Si,No,7-12,No,DSL,Si,No,Si,No,No,No,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
1455-HFBXA,91.6,4627.8,Masculino,No,Si,No,49-60,Si,Fibra Optica,Si,Si,No,Si,No,No,Un Año,Si,Tarjeta de Credito,Clientes Retenidos
9402-CXWPL,98.9,6838.6,Femenino,No,No,No,> 60,Si,Fibra Optica,Si,No,Si,No,Si,Si,Dos Años,No,Cheque Electronico,Clientes Retenidos
1628-BIZYP,85.0,85,Masculino,No,No,No,1-6,No,Fibra Optica,Si,No,Si,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
1965-AKTSX,78.95,1101.85,Femenino,Si,No,No,13-24,Si,Fibra Optica,Si,No,Si,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
0082-LDZUE,44.3,44.3,Masculino,No,No,No,1-6,No,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
4786-UKSNZ,20.2,20.2,Masculino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes No Retenidos
5343-SGUBI,80.2,4297.6,Femenino,No,No,No,49-60,Si,Fibra Optica,Si,No,Si,No,No,No,Dos Años,Si,Cheque por Correo,Clientes Retenidos
0856-NAOES,60.9,414.1,Masculino,No,No,No,1-6,No,DSL,Si,Si,No,No,Si,No,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
1976-AZZPJ,34.2,256.6,Masculino,No,Si,No,7-12,Sin Servicio Telefonico,DSL,No,No,Si,No,No,No,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
7248-VZQLC,85.2,3969.35,Femenino,Si,No,No,37-48,Si,Fibra Optica,Si,Si,Si,No,No,No,Mes a Mes,Si,Transferencia Bancaria,Clientes No Retenidos
6156-UZDLF,87.15,2274.1,Femenino,No,No,No,25-36,No,Fibra Optica,Si,Si,No,Si,No,No,Dos Años,Si,Tarjeta de Credito,Clientes Retenidos
3099-OONVS,54.3,1296.8,Masculino,No,Si,Si,25-36,No,DSL,Si,No,No,Si,No,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
9500-WBGRP,19.1,1268.85,Masculino,No,No,No,> 60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,Si,Cheque por Correo,Clientes Retenidos
5183-KLYEM,112.75,8192.6,Femenino,No,No,No,> 60,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Un Año,Si,Tarjeta de Credito,Clientes Retenidos
5144-PQCDZ,19.95,59.25,Masculino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
